Main.Key.Word;Additionnal.key.words;Name;Code_Network;Description;LeadPartnerCountry;Url;Start;End;Aims;Activities;Members;Continent;Region;NbCities;CodeCity;LeadPartner;Phase;Type
Economy;Governance / Culture & Heritage / Entrepreneurship & SMEs / Food;Gastronomic Cities;30;Five cities working together to promote gastronomy as a key urban development.;ES;http://urbact.eu/gastronomic-cities;2013;2015;Cities have a crucial role in the achievement of the Europe 2020 objectives. The urban complexity (understood as the level of different urban uses and mixture of services and functions and knowledge society) of a city gives the key to a higher social cohesion and to increase economic diversity, and together with it attracting a bigger amount of successful activities due to synergies;"In this framework, gastronomy, Is an engine topic with potential at city level to mobilise other sectors and resources, and the project Gastro-Urbact propose the following approach on it, within the INNOVATIVE CITY topic:
- Hostelry Sector promoting entrepreneurship and SMEs economic activity and employment as an engine for the city.
- Tourism as a second synergies step within this virtuous process: commerce, urbanism, complementary services,...
- Strategic partnering arrangements to ensure a demand driven and integrated approach, improving Innovation and Knowledge Economy, following Lisbon Agenda principles.
- Gastronomy as an urban cluster of economic activity: Growth and competitiveness.
- Framework for local raw material (Primary sector) producers to support the development of a strong and sustainable industrial base able to compete globally. In one word, Gastronomy as a flagship for""Innovation union to improve framework conditions and access to finance for research and innovation so as to ensure that innovative ideas can be turned into products and services that create growth and jobs (Technical working document- URBACT II Programme Manual)";Cities;Europe;Southern Europe;5;ES10;Burgos;Urbact II;Transfer
Governance;Inclusion / Social Economy;Genius: Open;32;"Our project will transfer a leading edge Open Innovation approach where citizens and businesses work together with the city, creating innovative solutions to city challenges via an online collaboration platform; GeniUS! ";UK;http://urbact.eu/genius-open;2013;2015;"In a time of unprecedented change for cities, with financial resources reducing rapidly, it is imperative we find new ways of operating. We must source ideas from outside the traditional city council structure and couple this with a different culture and working practice within the city council itself.
Our online collaboration platform enables exchange of ideas between residents, communities, companies and academics. This is coupled with a completely new style of collaborative event ('Synergy Surgery'), to provide a systematic solution for solving city challenges.";;Cities;Europe;Northern Europe;4;UK26;York;Urbact II;Transfer
Economy;Inclusion / Governance / Ageing / Health;Healthy Ageing;33;Exchange knowledge, tools and expertise to promote active & healthy ageing and age-friendly environments in cities.;IT;http://urbact.eu/healthy-ageing;2013;2015;"The Municipality of Udine, which joint the \\""Healthy Cities\\"" Project in 1995, is strongly committed on the theme of Healthy and Active Ageing since 9 years. In such a long period the staff and the experts involved acquired a clear vision of the processes, conditions and actors needed to achieve the results described above. By working within the WHO Network of Healthy Cities, Udine has developed a number of guides and manuals which are useful tools both to describe the good practice and to help receiving cities in transferring it. ";;Cities;Europe;Southern Europe;5;IT42;Udine;Urbact II;Transfer
Integrated Urban Development;Physical Urban Development / Governance / City Branding / Culture & Heritage;Hero;34;Develop integrated and innovative management strategies for historic urban landscapes;DE;http://urbact.eu/hero;2008;2011;our network HerO aimed to develop integrated and innovative management strategies for historic urban landscapes. Our main objective was facilitating the right balance between the preservation of built cultural heritage and the sustainable, future-proof socio-economic development of historic towns in order to strengthen their attractiveness and competitiveness. Emphasis was placed on managing conflicting usage interests and capitalising the potential of cultural heritage assets for economic, social and cultural activities (Heritage as Opportunity).;;Cities;Europe;Western Europe;9;DE27;Regensburg;Urbact II;Action Planning
Governance;Environment / Urban Renewal;HOPUS ;35;"The challenge set out by the Leipzig Charter may seem vast; nevertheless, it is only through joint efforts that we can truly aspire to better new housing developments"" good, green, safe, and affordable"" which will eventually give birth to the cities we want for the future of our continent. Hopus Group brings together five universities and one city administration, each working on different aspects of housing: from the urban to the building approach, from building regulations to construction technology, from environmental quality to energy certification: a multi-faceted and interdisciplinary vision, trying to cover a wide range of different problems, joining theory and practice.";IT;http://urbact.eu/hopus;2008;2010;"In May 2007, the Council of European Ministers for Urban development set out the Leipzig Charter: an ambitious document for the future of our cities, advocating a new way of working on our environment. One year later, European cities face the task of bringing those propositions to life, providing higher-quality housing for more and more citizens, making access to affordable housing as simple as possible. In times of economic drought this might not prove easy: yet the real challenge consists in governing the economic forces which shape our cities, organising them through processes involving both public authorities and private stakeholders from the outset, reducing conflicts along the way.
Good housing is what shapes our cities, creating space and the quality to make them attractive places to live and work in.
Green housing is needed to mitigate environmental impact, reduce energy consumption, create buildings which interact more efficiently with the environment, and produce less pollution.
Safe housing is important to protect the wellbeingboth physiological and psychological of its inhabitants, helping cities acquire that quality of life which makes them attractive places to live and work in.
Affordable housing is fundamental to guarantee the widest access to high-quality living to citizens of all income, by controlling the housing market, building costs and energy costs.
The aim of the Urbact II Working Group Hopus Housing Praxis for Urban Sustainability  is exactly this: to study, disseminate and implement the ways through which new housing in Europe can be efficiently oriented, using modern governance tools such as design codes or other forms of <smart project guidance.";"Hopus brings together five universities and two city administrations, each working on different aspects of housing. From the urban to the building approach, from building regulations to construction technology, from environmental quality to energy certification: a multi-faceted and interdisciplinary approach, trying to cover a wide range of different problems, joining theory and practice.
The challenge set out by the Leipzig Charter may seem vast; nevertheless, it is only through joint efforts that we can truly aspire to better new housing developments  good, green, safe, and affordable which will eventually give birth to the cities we want for the future of our continent.
Project Hopus aims at promoting and implementing the use of design coding and other forms of \\""smart\\"" project guidance for the development of sustainable housing stock in European cities.
Design codes, widely adopted in practice, are basic manuals setting guidelines and standards ranging from urban design to building construction, and are addressed to both technical operators and local administrations. If correctly used, they can guarantee a high level of integration of sustainability strategies, with particular reference to developments carried out by private investors.
Through the help of the local support groups, the working group aims at experimenting the use of Design codes in all process phases, from the drafting to their final application in real urban situations. ";Cities;Europe;Southern Europe;5;IT36;Rome;Urbact II;Action Planning
Governance;Financial Engineering;JESSICA 4 Cities;38;Urban Development Funds (UDFs) foreseen in the JESSICA initiative for integrated plans for sustainable urban development;IT;http://urbact.eu/jessica-4-cities;2008;2010;"Urban Development Funds (UDFs) foreseen in the JESSICA initiative invest in PPP and other projects included in an integrated plan for sustainable urban development. The role of cities in JESSICA is essential: they develop strategies and integrated plans for sustainable urban development; identify/design projects/plans capable of mobilising JESSICA funding; implement projects/investments supported by JESSICA. Objective of the WG is to determine, in close cooperation with EIB, how in practice European cities can draw the maximum benefit from UDF and JESSICA and conversely how the implementation of JESSICA can be structured having regard to existing Structural Fund regulations to best accommodate the needs of cities.";;Cities;Europe;Southern Europe;5;IT15;Firenze;Urbact II;Action Planning
Economy;Inclusion / Governance / Jobs and skills / Youth;JOBTOWN;39;A European Network of Local Partnerships for the Advancement of Youth Employment and Opportunity;IT;http://urbact.eu/jobtown;2013;2015;"Youth unemployment and inactivity is an enormous structural problem across Europe; moreover, too much of what employment there is for youth is of low quality, precarious and leads nowhere.
These problems have been drastically worsened by the current economic crisis, which has disproportionately affected young people; in some parts of Europe youth unemployment has reached catastrophic levels.
This project seeks to address structural youth unemployment and poor employment, by establishing Local Partnerships for the advancement of Youth Employment and Opportunities, driven by city administrations, of local stakeholders, to advance youth employment and opportunities, as an approach to the development and maintaining of a competitive and sustainable local economy and social model.";;Cities;Europe;Southern Europe;11;IT10;Cesena;Urbact II;Action Planning
Governance;Local Economy / Mobility / Urban Renewal;JOINING FORCES;40;JOINING FORCES aims at exploring how strategy making and governance arrangements at city-region scale can help to effectively address the main challenges faced by urban Europe: competitiveness, cohesion, and sustainability.;FR;http://urbact.eu/joining-forces;2008;2010;"JOINING FORCES is an Urbact Working Group that brings together 8 partners: Brno, Brussels-Capital Region, Burgas, Eindhoven, Florence, Krakow, Lille Metropole, and Seville.
All over Europe, metropolitan areas / city-regions are increasingly recognised, even by local authorities, as the \\""real city\\"" level, the right one for developing more effective governance and strategy developments. Achieving successful cooperation between cities and their surrounding areas is obviously crucial to improve local cohesion, but even more to increase territorial competitiveness and sustainability.
The project aims at describing and analysing partners' situations in order to propose conclusions and suitable recommendations to the local / regional / national / European authorities on governance at city-region level. ";"This theme will be considered through different aspects: 
- Strategy and spatial planning
- Mobility management and transport
- Main environmental issues: water supply, waste disposal, etc.
- Knowledge economy (creativity, research and education)
- Governance (public / public & public / private arrangements
- Social inclusion, participation, empowerment
- Attractiveness & Competitiveness (including promotion / marketing)";Cities;Europe;Western Europe;8;FR16;Lille;Urbact II;Action Planning
Integrated Urban Development;Physical Urban Development / Governance;LC-FACIL;41;A working group to facilitate the implementation of integrated sustainable urban development according to the Leipzig Charter.;DE;http://urbact.eu/lc-facil;2009;2011;"The project was initiated by the \\""Leipzig Charter\\"" follow-up process, the development of a \\""Reference framework for a sustainable city\\"" according to a decision taken at the Informal Ministerial Meeting in Marseille 2008. The ideas of the Leipzig Charter, to reach a sustainable urban development by means of a city-wide integrated approach and by a focus on deprived neighbourhoods, was to be underlined by this non-binding tool for cities.
The work on the Reference framework is done by a European working group with representatives of Member States and European Institutions. In this context the LC-FACIL working group was set up as a \\""local testing ground\\"" and brings in the partner cities' experience with strategies and instruments on integrated, sustainable urban development, which shall help to define a tool according to the local needs.";"Hence the main focus of the project - apart of it's role as \\""testing ground\\"" - is to interrogate the current status of implementation of integrated sustainable urban development socially (e.g. integration, labour market, skills), economically (e.g. mobility, cities as engines of regional growth), in physical renewal and environmental aspects (e.g. climate change).
A final result shall be a common understanding of the necessary tool set for integrated urban development according to the Leipzig Charter.";Cities;Europe;Western Europe;7;DE21;Leipzig;Urbact II;Action Planning
Environment;Physical Urban Development / Culture & Heritage / Energy Efficiency / Urban Renewal ;LINKS;42;Reconciling patrimonial and environmental qualities to get a sustainable and desirable housing environment in the heart of the cities for a diversified population. ;FR;http://urbact.eu/links;2008;2011;The cities involved in LINKS project aim to replace their historical cities into a dynamic of residential attractiveness while preserving the architectural identity cultural heritage and historical values. The challenge is to improve quality of life in old centres and to create a comfortable, affordable and sustainable housing seeking out a good balance between preservation requirement and evolution need.;;Cities;Europe;Western Europe;10;FR2;Bayonne;Urbact II;Action Planning
Integrated Urban Development;Physical Urban Development / Governance / Urban-rural;LUMASEC;43;Land Use Management forSustainable European Cities;DE;http://urbact.eu/lumasec;2008;2010;"LUMASEC deals with strategic land use management, as it is one of the most important topics for competitiveness, attractiveness and sustainability of European city-regions. Today, a definition of strategies of land use implementation is limited, and therefore the recycling processes of urban brownfields are inefficient. Strategic planning is mostly unable to manage land use.
LUMASEC focuses on both the strategic level (strategic planning methods, process of cooperation between public and private bodies, fiscal measures and observation tools) and the operational level (actions plans related to case studies) of land use management.";LUMASEC will elaborate strategies, methods, tools and practical recommendations.;Cities;Europe;Western Europe;8;DE19;Karlsruhe;Urbact II;Action Planning
Inclusion;Governance / Migrants;MILE;45;MILE is a Fast Track Pilot Project - one of the tools for implementing Region for Economic Change Programme -  launched within the framework of URBACT I, in order to experiment the organisation and working processes before URBACT II.;IT;http://urbact.eu/mile;2007;2009;"Mile seeks to establish a thematic partnership network of 9 Cities and its Managing Authorities, which is based on the need to develop an integrated exchange programme relating to the theme of \\""Managing migration and Integration at local LEvel - Cities and Regions (MILE)\\"". The overall goal of the project is to assist partner cities to develop and identify good practice project proposals for possible funding from ERDF, ESF or other EU or National sources of funding.   Mile is based on the need to develop an integrated exchange programme focussing on the definition of a Local Action Plan relating to the theme of Managing migration and Integration at local level.";"For this purpose, the project will address and develop the three following agreed subthemes:
- Enterprise development
- Active inclusion in the labour market
- Access to services and intercultural dialogue";Cities;Europe;Southern Europe;8;IT43;Venice;Urbact II;Action Planning
Economy;Inclusion / Education / Entrepreneurship & SMEs / Jobs and skills / Local Economy / Youth;My Generation;46;promoting the potential of the young in cities.;NL;http://urbact.eu/my-generation;2008;2011;"MY GENERATION is about promoting the potential of the young in cities.
MY GENERATION does this by:
 
(1) Developing new insights into the youth lifestyles and aspirations of the young
(2) Fostering genuine youth involvement throughout the project 
(3) Providing positive activity and career alternatives 
(4) Promoting boundary crossing collaboration of various actors and services, particularly local communities, education, business and public officials 
(5) Developing and disseminating good practices of engagement and contact 
(6) Underpinning the above with effective and relevant local action plans and strategies 
The young themselves are at the core, and the contacts to, and between local communities, education and employment will provide opportunities and resources for positive solutions.";;Cities;Europe;Western Europe;12;NL12;Rotterdam;Urbact II;Action Planning
Economy;Inclusion / Education / Entrepreneurship & SMEs / Jobs and skills / Local Economy / Youth;My Generation at Work;47;Promoting employability of young people in a changing labour market, with special focus on enterprising skills and attitudes.;NL;http://urbact.eu/my-generation-work;2013;2015;My Generation at Work has been about what cities, with their partners, can do to promote the employability and employment of young people.;;Cities;Europe;Western Europe;12;NL12;Rotterdam;Urbact II;Action Planning
Governance;Physical Urban Development / Governance / Urban-rural;NeT-TOPIC;48;NeT-TOPIC is addressed to medium sized (intermediate) cities located close to a major city within a metropolitan area. As a result of their location, these cities face today some common challenges, such as territorial fragmentation or the need to adapt to the new demands for uses and activities in the process of post-industrialisation and of new tertiary activities;ES;http://urbact.eu/net-topic;2008;2010;"NeT-TOPIC Thematic Network is composed of European peripheral cities in transformation, with shared problems including industrial decline, territorial fragmentation and social polarisation. Located near to major cities, they are transforming to more attractive urban areas: focusing on developing their own urban identity, offering a greater quality of life, improving citizen integration and social cohesion to fulfil a new role within their metropolitan areas.
One of the biggest challenges faced by these cities is the use and promotion of new tools and approaches relating to territorial governance and urban planning processes at local, regional and national level to improve urban transformation processes. The network provides these cities with a platform to reflect on changes in the city model to increase the strategic value of its territory.";NeT-TOPIC’s network aims to foster the exchange of knowledge, experiences and best practices among its partners.  The project seeks to enhance the role of peripheral cities in territorial governance and urban planning processes to achieve their desired new city model.;Cities;Europe;Southern Europe;8;ES22;L'hospitalet de Llobregat;Urbact II;Action Planning
Governance;Physical Urban Development / Governance / Urban Renewal;Nodus;49;Nodus is a project for a working group focused on the links between urban regeneration and spatial planning elements that influence regional development and spatial segregation.;ES;http://urbact.eu/nodus;2008;2010;"The Working Group will have as its main objective to develop a series of recommendations for the improvement of the coordination of area-based urban  regeneration policies and regional or metropolitan planning. It will have to take into account two major elements. On the one hand the importance of the relationships between urban regeneration and these sectoral policies with a spatial impact designed at a regional or metropolitan level, such as housing or transport infrastructures. On the other hand the difficulty that these distinct policy elements are defined by several agencies often belonging to different administrative levels, and thus lacking of connection and interaction.
The Nodus Working Group wants to tackle the issue of how urban regeneration projects are taken into account in the regional spatial planning processes and how do the latter determine urban regeneration and related sectorial policies. The questions to be answered are:
 Are spatial planners taking into account local urban regeneration policies as an input in their work?
 Which are the feedback effects between strategic/spatial planning and the definition or the impact of local urban renewal projects?";;Cities;Europe;Southern Europe;7;ES8;Barcelona;Urbact II;Action Planning
Integrated Urban Development;Physical Urban Development / Governance / Abandoned Spaces / Ageing;OP-ACT;50;Options of actions - strategic positioning of small and medium sized cities Demographic change, advanced de-industrialization and the current financial crisis together with the linked danger of job losses pose specific challenges for small and medium size cities.;AT;http://urbact.eu/op-act;2009;2012;Whenever the economy is in danger and the population figures are predicted negatively, shrinking is a thread. The increasing need of action is accompanied by decreasing financial means. The subject that the network therefore addresses are the most urgent questions arising with this phenomenon.;;Cities;Europe;Western Europe;10;AT2;Leoben;Urbact II;Action Planning
Inclusion;Governance / Economy / Education / Migrants;OPENCities;51;Explore how cities can attract and retain migrant populations and what initiatives cities can employ to make themselves a popular choice with international workers.;UK;http://urbact.eu/opencities;2008;2011;"OPENCities was originally developed as a concept by the British Council to identify what makes a city open and attractive to international migrants.  Now, with funding from URBACT, the OPENCities project includes 10 partner cities across Europe. 
Cities that want to attract and retain international populations have to be 'open' cities that create a good offer for international workers and foster a local climate that recognises and welcomes diversities and provides freedom of thought and speech. 
The project will consider how cities can develop more proactive policies to create OPENCities to better attract or retain mobile international populations, which are important to both the competitive and convergence objectives of the European Union.";;Cities;Europe;Northern Europe;10;UK4;Belfast;Urbact II;Action Planning
Integrated Urban Development;Physical Urban Development / Governance / Urban Renewal;PlaceMaking for Cities (PC4);52;Placemaking is a concept that emerged to describe the intentional process of activating new or existing public spaces to create that emotional connection.;IE;http://urbact.eu/placemaking-cities;2013;2015;"Our pilot network intends to test and further develop the Placemaking method with different target groups and in different target areas as an open living lab process in order to produce attractive, high quality, sustainable places in partner cities in which people want to work, live and relax.
The main driving factor of the partnership to establish such a project is the preparation for the new programming period, especially for the Community-Led Local Development approach. By transferring and adapting successfully the Placemaking method as a living lab process (where end-users can co-create any public place), partners intend to be flagships of developing urban renewal projects with efficient participatory techniques.";;Cities;Europe;Northern Europe;4;IE2;Dún Laoghaire;Urbact II;Transfer
Inclusion;Education / Youth;PREVENT;53;Involving parents in the prevention of early school leaving;FR;http://urbact.eu/prevent;2013;2015;"In the strategy 2020, the European Union recognizes Early School Leaving (ESL) as a major challenge with an aim to reduce it below 10 %. Education researchers and practitioners consider that the role of parents in the prevention of this problem is crucial. Through a range of policies, local authorities can play a key role to better involve parents. PREVENT proposes to share experiences related to the involvement of parents in the prevention of early school leaving.
Early school leaving (ESL) processes have complex and varied causes and the reasons for dropping out of school are individual. However, ESL follows certain patterns that are often linked to socio-economic background: disadvantaged minorities, low education backgrounds in families, poor achievement in education and training, families difficulties involving child participation to family income or taking adult responsibilities such as caring for family members and/or a combination of social, economical, emotional and educational problems putting individuals at risk.
PREVENT proposes an innovative approach, where parents are considered as a key part of the solution to reduce ESL, and cities as driving forces to create synergies, common understanding and develop concrete collaboration between stakeholders.";;Cities;Europe;Western Europe;10;FR24;Nantes;Urbact II;Action Planning
Integrated Urban Development;Physical Urban Development / Energy Efficiency / Housing / Priority Neighbourhoods / Urban Renewal;RE-Block;55;REviving high-rise Blocks for cohesive and green neighborhoods. The main objective addressed by RE-Block is to foster efficient regeneration of these neighborhoods, making them more attractive and improving their environmental quality, whilst creating an integrated tailor-made approach to combat poverty.;HU;http://urbact.eu/re-block;2013;2015;"Housing is a vital component of improving the quality of the urban environment. The existing public housing estates and high rise block buildings are often dilapidated and their maintenance and current functioning (water, heating, air-conditioning) is not energy efficient.
This is especially true in new Member States where it is estimated that 40 percent of the population lives in housing built during the communist era. In addition, these blocks are typically inhabited by those with the lowest income within the society.
All over Europe, the majority of the population living in these urban areas is facing similar social problems and is generally sharing a similar socio-economic background (e.g., higher unemployment rate, low educational background, high level of aging population, broken families and people of different ethnic origins). The current economic and financial crisis is also affecting more severely the population in these parts of cities or big metropolitan areas, demanding specific and innovative measures from local authorities.
The main issue addressed by RE-Block is therefore how to foster efficient regeneration of these neighbourhoods, making them more attractive and improving their environmental quality, whilst creating an integrated tailor- made approach to combat poverty.";;Cities;Europe;Eastern Europe;10;HU1;Budapest;Urbact II;Action Planning
Integrated Urban Development;Physical Urban Development / Governance / Economy / Entrepreneurship & SMEs / Research & Innovation;REDIS;56;REDIS was a network of cities that was focused on how municipalities can re-shape districts into science quarters.;DE;http://urbact.eu/redis;2008;2011;Science, as well as research and development, are essential for growth and employment throughout Europe. The objective of this network is to contribute to a more effective application of knowledge, creativity and innovation in the cities and thereby to the development of a knowledge-based European economy. REDIS focuses on the interface between scientific promotion and urban development. Itraises the issue of the sustainable development and management of science quarters. ;Participants will have the opportunity to design together with their local actors a vision of future city development and an action plan to attain this vision. Recommendations and a handbook with guidelines and a good practices will contribute to a better exploitation of potential of knowledge and creativity.;Cities;Europe;Western Europe;8;DE22;Magdeburg;Urbact II;Action Planning
Integrated Urban Development;Physical Urban Development / Governance / Minorities / Urban Renewal;RegGov;58;Develop and implement new integrated strategies for a sustainable development at neighbourhood level.;DE;http://urbact.eu/reggov;2009;2011;"Some European cities and regions, like Duisburg and North Rhine-Westphalia, have gained long-lasting experiences in trustful and efficient co-operation between cities and their regional authorities. For other European partners, such co-operation constitutes a new challenge.

The RegGov Network brings together both types of partners, involving cities from Northern, Western, Southern and Eastern Europe. It intends to use the expertise and know-how which is available amongst the RegGov Network-partners to support the development of new and improved forms of co-operation on the local level as well as between the local and the regional level.

For each city, a tailor-made Governance Model and an Integrated Local Action Plan for (at least) one of the city’s most deprived neighbourhoods will be developed. This will be done in close co-operation between the City and the Regional Authority and with a strong involvement of local stakeholders from the target neighbourhoods. The co-ordination of all relevant key players in urban and neighbourhood development is an important topic.

The European Commission has assigned the Fast Track Label to the RegGov Network which is an additional incentive for a particularly close co-operation between the Partner Cities and their Managing Authorities when elaborating Local Action Plans.";;Cities;Europe;Western Europe;6;DE8;Duisburg;Urbact II;Action Planning
Integrated Urban Development;Physical Urban Development / Governance / Abandoned Spaces / Culture & Heritage / Urban Renewal;REPAIR;59;Realising the Potential of Abandoned Military Sites as an Integral part of Sustainable Urban Community Regeneration;UK;http://urbact.eu/repair;2009;2011;"The withdrawal of the military presence from an urban area often happens suddenly leading to extremely adverse circumstances for the economy and communities affected.
Former military or heritage sites provide excellent potential to act as the catalyst for urban regeneration, many consist of historic buildings dating back over centuries and the source of rich cultural heritage. The challenge is to transform these abandoned sites into thriving sources of economic activity, employment and social cohesion.";;Cities;Europe;Northern Europe;10;UK19;Medway;Urbact II;Action Planning
Integrated Urban Development;Inclusion / Jobs and skills / Minorities / Poverty / Priority Neighbourhoods / Youth;Roma-Net;62;Integration of Roma populations is the focus of our Roma-Net project.  The common challenge of our partnership is how to overcome negative attitudes, how to improve consultation and engagement with the Roma community.;HU;http://urbact.eu/roma-net;2009;2013;"Despite efforts at local, national and European levels Roma populations continue to face high levels of social exclusion and poverty.  Partners of the project believe that integration of Roma populations is a key factor in a cohesive society, as well as in delivering the goals of the Lisbon Strategy.
The Roma-Net partners have a united desire to share expertise and to spread good practices in the hope that it will improve local policy development and deliver capabilities for stronger community cohesion between Roma and their neighbouring communities accross the whole citiy.";"An overarching objective of our partnership of nine European cities is to inform and support our City partners to develop local action plans that facilitate better services, through improved access and integrated approach, to support the social inclusion of young Roma and their transition into active adult citizens.
Change comes from step-by-step inclusive approach. As Roma-Net partners, young adults will motivate positive change and provide insight into the barriers and challenges caused by social exclusion. ";Cities;Europe;Eastern Europe;9;HU1;Budapest;Urbact II;Action Planning
Integrated Urban Development;Inclusion / Jobs and skills / Minorities / Poverty / Priority Neighbourhoods / Youth;Roma-NeT II ;63;ROMA-NeT URBACT II project was established to create a new approach to stimulate information sharing and development across the complex Roma integration policy and operational environment in nine European cities.;HU;http://urbact.eu/roma-net-ii;2013;2015;"Now six of the nine cities gathered in a delivery phase of ROMA-NeT that will continue the participatory approach working with key local stakeholders as they move forward with local delivery of the Roma inclusion action plans focusing on improved access to education, health, housing, services and to stimulate employment opportunities for working age Roma. We will use transnational exchange to build local, national and European policy influencing capacity and to strengthen local implementation management and monitoring structures.
Roma-NeT II project builds on the outcome and results of the Roma-NeT URBACT II project that aimed to motivate cities to develop integrated local actions plans to improve local service delivery towards Roma populations by making services more accessible, by motivating more active participation from Roma communities and by introducing new interventions. By the end of the implementation phase ROMA-NeT LSG members learned a lot about the core themes of Roma inclusion and about the need for a step by step integrated approach, for partnership working and for active involvement of Roma  and LSGs in all nine cities each had created a local action plan, approved by local authorities.  The local action plans set out the priorities and future local actions that would be generated to tackle Roma exclusion and motivate more active Roma involvement in their localities.";The implementation phase of ROMA-NeT ended in January 2013 and since then partners have been progressing with implementation of local actions.  The approaches applied are different in each city, but all focus on the issues of supporting and improving access to education, health, housing, services and to stimulate employment opportunities for working age Roma. The local support groups have continued to meet in the partner cities. A core action for each is to motivate active involvement of Roma people in the local support groups and in the creation of local service responses.;Cities;Europe;Eastern Europe;6;HU1;Budapest;Urbact II;Action Planning
Governance;Economy;RUnUP;64;Developing triple helix structures in which municipalities, university and businesses shared a common vision and ambition.;UK;http://urbact.eu/runup;2008;2011;"Medium sized cities between 50,000 and 200,000 inhabitants - 'Urban Poles' - are key in driving forward economic performance and innovation competence within the context of the Lisbon Strategy. The strategic development and exploitation of endogenous potentials is crucial, and Universities are critical to this innovation process.
A specific issue facing Urban Poles is that they cannot make sufficient use of existing University knowledge and competencies to support economic development and ecourage entrepreneurship. RUnUP addresses this with partners focusing on developing powerful 'Triple Helix' structures and partnerships to support economic development and innovation competence.";;Cities;Europe;Northern Europe;7;UK11;Gateshead;Urbact II;Action Planning
Integrated Urban Development;Physical Urban Development / Inclusion / Energy Efficiency / Housing / Urban Renewal;Suite;67;Cooperate among partners to optimise a sustainable, and affordable supply of housing and to assure social cohesion through social mix and sustainable housing.;ES;http://urbact.eu/suite;2009;2011;Our common objective is to make decisive steps forward in developing higher levels of sustainable housing provision, in the respective local context, considering both the social and environmental perspectives. By combining both perspectives SUITE aims at the improvement of the steering ability of local authorities within an urban policy field characterized by a dynamic development in terms of economical, social, ecological and demographic challenges. This higher level of policy would be based on a broad involvement of different local actors, using open methods of cooperation/participation and a substantial responsiveness for needs of different social groups.;;Cities;Europe;Southern Europe;9;ES35;Santiago De Compostela ;Urbact II;Action Planning
Integrated Urban Development;Physical Urban Development / Governance / Urban Renewal;SURE;68;Implementation of integrated socio-economic regeneration strategies which build on local strengths and opportunities. This will be achieved by developing an integrated Socio-economic Urban REhabilitation Model for small and medium sized cities.;HU;http://urbact.eu/sure;2009;2012;"The SURE network is a space for learning and exchange, structured around core themes such as tourism, enterprise, physical improvements, strategy, and community. SURE is designed to support officers and politicians from municipalities in working hand in hand with their counterparts of other towns to explore whether there are better or different ways of tackling the commonly shared problems.
- Tourism as a way of facilitating local economic and cultural development;
- Encouraging small enterprise and innovation;
- Physical improvements to important buildings and open spaces;
- Strategic partnership and planning to regenerate housing markets, re-use land and buildings and manage town centres; and
- Community development to build confidence, tackle prejudice and engage both young and older people in meaningful activity and dialogue.";"The main output of the SURE network will be the integrated Socio-economic Urban Rehabilitation model, which is based on the experience of SURE partners and best practices and designed to provide guidance for other practitioners who intend to develop similar strategies for their own towns and cities. This will be complemented by a toolkit on participatory approaches towards planning and strategy development in deprived neighborhoods. The SURE model will be disseminated in national languages in the frame of publication of booklets. It will be prepared with the help of the Lead Expert for the final conference, together with policy recommendations and a best practice collection.
In line with the URBACT II principles, each partner has to make a Local Action Plan (LAP), which must be based on the lesson learnt during the exchange and learning activities of the project, and Local Support Groups (LSG) has a central role in the design and implementation of the LAPs. The heart of the SURE network are the LSGs which have set up by each city partner. The overall aim of the LSGs is to improve the impact of URBACT exchange activities at local level. LSG helps to spread the learning from transnational exchanges to a broader cross-section of local stakeholders and to ensure that the lessons learnt lead to change at a local level. The animation of LSGs will be organised through at least 10 local workshops per city partner.
Within this broad framework SURE partners will focus on the exploration of the above five specific topics which reflect their particular local circumstances and which will have to be addressed in conjunction with each other. These include:(any) sustainable socio-economic regeneration for all partner cities. SURE partners are supported in their work through a continuous supply of information on practical examples which reflect internationally recognised good practice and study visits designed to explore particular problems in greater depth and to exchange experience with other URBACT networks that share similar interest.
SURE network operates between November, 2009 and December, 2012.";Cities;Europe;Eastern Europe;8;HU3;Eger;Urbact II;Action Planning
Environment;Physical Urban Development / Culture & Heritage / Education / Energy Efficiency / Entrepreneurship & SMEs / Food / Health / Local Economy / Urban-rural;Sustainable Food in Urban Communities;69;Developing low-carbon and resource-efficient urban food systems, by focusing on three areas: growing, delivering and enjoying food.;BE;http://urbact.eu/sustainable-food-urban-communities;2013;2015;"The thematic network \\""Sustainable Food in Urban Communities\\"" involves ten European cities that wish to grow, deliver and enjoy more sustainable food. We are looking for joint, effective and sustainable solutions to develop low-carbon and resource-efficient urban food systems.";;Cities;Europe;Western Europe;10;BE4;Brussels;Urbact II;Action Planning
