Sources;Years;Main.Key.Word;Additionnal.key.words;Name;Code_Network;Description;LeadPartnerCountry;Url;Statut;Start;End;Aims;Activities;Members;Continent;Region;NbCities;PopMean;PopMed;PopSd;PopVar;PopMeanUMZ;PopMedUMZ;PopVarUMZ;PopSdUMZ;CodeCity;LeadPartner;PopMedPartner;POPLAU2_2015;LeadPartnerUMZ;PopMedPartnerUMZ;Pop2011;PopMedPartner;PopMeanPartner;PopMedPartnerUMZ;PopMeanPartnerUMZ;Phase;UMZClass;ClassSizeUMZLead;DecSizeUMZLead
http://urbact.eu;2016;Inclusion / Governance;Migrants/ Minorities/ Participation;MILE;45;MILE is a Fast Track Pilot Project - one of the tools for implementing Region for Economic Change Programme -  launched within the framework of URBACT I, in order to experiment the organisation and working processes before URBACT II.;IT;http://urbact.eu/mile;Closed;2007;2009;"Mile seeks to establish a thematic partnership network of 9 Cities and its Managing Authorities, which is based on the need to develop an integrated exchange programme relating to the theme of \\""Managing migration and Integration at local LEvel - Cities and Regions (MILE)\\"". The overall goal of the project is to assist partner cities to develop and identify good practice project proposals for possible funding from ERDF, ESF or other EU or National sources of funding.   Mile is based on the need to develop an integrated exchange programme focussing on the definition of a Local Action Plan relating to the theme of Managing migration and Integration at local level.";"For this purpose, the project will address and develop the three following agreed subthemes:
- Enterprise development
- Active inclusion in the labour market
- Access to services and intercultural dialogue";Cities;Europe;Southern Europe;8;398285,5;284152;304770,2675;92884915963;875478,375;951334,5;3,33843E+11;577791,6157;IT43;Venice;303725;264579;Mestre;1079550;342715;303725;417386,4286;1079550;951587,4286;Urbact II;Large City;3.Medium-sized City;4
http://urbact.eu;2016;Inclusion / Economy;City Management/ Education/ Employment/ Entrepreneurship & SMEs/ Local Economic Development/ Participation/ Youth;My Generation;46;promoting the potential of the young in cities.;NL;http://urbact.eu/my-generation;Closed;2008;2011;"MY GENERATION is about promoting the potential of the young in cities.
MY GENERATION does this by:
 
(1) Developing new insights into the youth lifestyles and aspirations of the young
(2) Fostering genuine youth involvement throughout the project 
(3) Providing positive activity and career alternatives 
(4) Promoting boundary crossing collaboration of various actors and services, particularly local communities, education, business and public officials 
(5) Developing and disseminating good practices of engagement and contact 
(6) Underpinning the above with effective and relevant local action plans and strategies 
The young themselves are at the core, and the contacts to, and between local communities, education and employment will provide opportunities and resources for positive solutions.";;Cities;Europe;Western Europe;12;638121,8333;571933;434597,6751;1,88875E+11;1282425,833;951902;1,45106E+12;1204601,053;NL12;Rotterdam;540786;624710;Rotterdam;794554;1109250;540786;639341,0909;794554;1298169,091;Urbact II;Large City;2.Large City;6
http://urbact.eu;2016;Inclusion / Economy;City Management/ Education/ Employment/ Entrepreneurship & SMEs/ Local Economic Development/ Participation/ Youth;My Generation at Work;47;Promoting employability of young people in a changing labour market, with special focus on enterprising skills and attitudes.;NL;http://urbact.eu/my-generation-work;Closed;2013;2015;My Generation at Work has been about what cities, with their partners, can do to promote the employability and employment of young people.;;Cities;Europe;Western Europe;12;568104,6667;559336,5;458284,0095;2,10024E+11;1175103,667;951902;1,35297E+12;1163174,023;NL12;Rotterdam;515593;624710;Rotterdam;794554;1109250;515593;562958,7273;794554;1181090,364;Urbact II;Large City;2.Large City;6
http://urbact.eu;2016;Integrated Urban Development / Governance;City Management/ Strategic Planning/ Urban-rural;NeT-TOPIC;48;NeT-TOPIC is addressed to medium sized (intermediate) cities located close to a major city within a metropolitan area. As a result of their location, these cities face today some common challenges, such as territorial fragmentation or the need to adapt to the new demands for uses and activities in the process of post-industrialisation and of new tertiary activities;ES;http://urbact.eu/net-topic;Closed;2008;2010;"NeT-TOPIC Thematic Network is composed of European peripheral cities in transformation, with shared problems including industrial decline, territorial fragmentation and social polarisation. Located near to major cities, they are transforming to more attractive urban areas: focusing on developing their own urban identity, offering a greater quality of life, improving citizen integration and social cohesion to fulfil a new role within their metropolitan areas.
One of the biggest challenges faced by these cities is the use and promotion of new tools and approaches relating to territorial governance and urban planning processes at local, regional and national level to improve urban transformation processes. The network provides these cities with a platform to reflect on changes in the city model to increase the strategic value of its territory.";NeT-TOPIC<U+FFFD>s network aims to foster the exchange of knowledge, experiences and best practices among its partners.  The project seeks to enhance the role of peripheral cities in territorial governance and urban planning processes to achieve their desired new city model.;Cities;Europe;Southern Europe;8;113678,125;86858,5;88408,36393;7816038812;3326394,375;3395370;1,10802E+13;3328687,069;ES22;L'hospitalet de Llobregat;81490;256509;Barcelona;3352870;3437870;81490;93273,71429;3352870;3310469,286;Urbact II;Large City;1.Very Large City;9
http://urbact.eu;2016;Integrated Urban Development / Governance;Strategic Planning/ Urban Renewal;Nodus;49;Nodus is a project for a working group focused on the links between urban regeneration and spatial planning elements that influence regional development and spatial segregation.;ES;http://urbact.eu/nodus;Closed;2008;2010;"The Working Group will have as its main objective to develop a series of recommendations for the improvement of the coordination of area-based urban  regeneration policies and regional or metropolitan planning. It will have to take into account two major elements. On the one hand the importance of the relationships between urban regeneration and these sectoral policies with a spatial impact designed at a regional or metropolitan level, such as housing or transport infrastructures. On the other hand the difficulty that these distinct policy elements are defined by several agencies often belonging to different administrative levels, and thus lacking of connection and interaction.
The Nodus Working Group wants to tackle the issue of how urban regeneration projects are taken into account in the regional spatial planning processes and how do the latter determine urban regeneration and related sectorial policies. The questions to be answered are:
<U+FFFD> Are spatial planners taking into account local urban regeneration policies as an input in their work?
<U+FFFD> Which are the feedback effects between strategic/spatial planning and the definition or the impact of local urban renewal projects?";;Cities;Europe;Southern Europe;7;716182;386181;700593,7782;4,90832E+11;1313386,286;1071050;1,55554E+12;1247212,029;ES8;Barcelona;344007,5;1611013;Barcelona;776660;3437870;344007,5;567043,5;776660;959305,6667;Urbact II;Large City;1.Very Large City;9
http://urbact.eu;2016;Inclusion / Governance;Abandoned Spaces/ Ageing/ City Management/ Strategic Planning;OP-ACT;50;Options of actions - strategic positioning of small and medium sized cities Demographic change, advanced de-industrialization and the current financial crisis together with the linked danger of job losses pose specific challenges for small and medium size cities.;AT;http://urbact.eu/op-act;Closed;2009;2012;Whenever the economy is in danger and the population figures are predicted negatively, shrinking is a thread. The increasing need of action is accompanied by decreasing financial means. The subject that the network therefore addresses are the most urgent questions arising with this phenomenon.;;Cities;Europe;Western Europe;10;103903,3;34745,5;192782,2776;37165006573;283078,4;32772;3,637E+11;603075,1159;AT2;Leoben;44796;24695;Leoben;40944;24600;44796;112704,2222;40944;311798,2222;Urbact II;Small City;5.Very Small City;1
http://urbact.eu;2016;Inclusion / Governance / Economy;Education/ Migrants/ Minorities/ Participation;OPENCities;51;Explore how cities can attract and retain migrant populations and what initiatives cities can employ to make themselves a popular choice with international workers.;UK;http://urbact.eu/opencities;Closed;2008;2011;"OPENCities was originally developed as a concept by the British Council to identify what makes a city open and attractive to international migrants.  Now, with funding from URBACT, the OPENCities project includes 10 partner cities across Europe. 
Cities that want to attract and retain international populations have to be 'open' cities that create a good <U+FFFD>offer<U+FFFD> for international workers and foster a local climate that recognises and welcomes diversities and provides freedom of thought and speech. 
The project will consider how cities can develop more proactive policies to create OPENCities to better attract or retain mobile international populations, which are important to both the competitive and convergence objectives of the European Union.";;Cities;Europe;Northern Europe;10;1076377,7;561264,5;964312,6703;9,29899E+11;1347924,1;978091;1,39226E+12;1179939,33;UK4;Belfast;569364;532928;Belfast;1121310;568074;569364;1136761;1121310;1434574,111;Urbact II;Large City;2.Large City;5
http://urbact.eu;2016;Integrated Urban Development / Governance;City Management/ Participation/ Urban Renewal;PlaceMaking for Cities (PC4);52;Placemaking is a concept that emerged to describe the intentional process of activating new or existing public spaces to create that emotional connection.;IE;http://urbact.eu/placemaking-cities;Closed;2013;2015;"Our pilot network intends to test and further develop the Placemaking method with different target groups and in different target areas as an open living lab process in order to produce attractive, high quality, sustainable places in partner cities in which people want to work, live and relax.
The main driving factor of the partnership to establish such a project is the preparation for the new programming period, especially for the Community-Led Local Development approach. By transferring and adapting successfully the Placemaking method as a living lab process (where end-users can co-create any public place), partners intend to be flagships of developing urban renewal projects with efficient participatory techniques.";;Cities;Europe;Northern Europe;4;87696,75;70013,5;59446,24711;3533856295;361842,5;133294;2,58458E+11;508387,9625;IE2;Dún Laoghaire;85418;38761;Dublin;96638;1121310;85418;104008,6667;96638;108686,6667;Urbact II;Large City;2.Large City;6
http://urbact.eu;2016;Inclusion;City Management/ Education/ Participation/ Youth;PREVENT;53;Involving parents in the prevention of early school leaving;FR;http://urbact.eu/prevent;Closed;2013;2015;"In the strategy 2020, the European Union recognizes Early School Leaving (ESL) as a major challenge with an aim to reduce it below 10 %. Education researchers and practitioners consider that the role of parents in the prevention of this problem is crucial. Through a range of policies, local authorities can play a key role to better involve parents. PREVENT proposes to share experiences related to the involvement of parents in the prevention of early school leaving.
Early school leaving (ESL) processes have complex and varied causes and the reasons for dropping out of school are individual. However, ESL follows certain patterns that are often linked to socio-economic background: disadvantaged minorities, low education backgrounds in families, poor achievement in education and training, families difficulties involving child participation to family income or taking adult responsibilities such as caring for family members and/or a combination of social, economical, emotional and educational problems putting individuals at risk.
PREVENT proposes an innovative approach, where parents are considered as a key part of the solution to reduce ESL, and cities as driving forces to create synergies, common understanding and develop concrete collaboration between stakeholders.";;Cities;Europe;Western Europe;10;577361,9;464213;400687,1997;1,6055E+11;1137334,6;666448,5;1,552E+12;1245794,472;FR24;Nantes;514644;292718;Nantes;729961;573912;514644;608989;729961;1199937,111;Urbact II;Large City;2.Large City;5
http://urbact.eu;2016;Governance / Economy;Capacity Building/ Employment/ Entrepreneurship & SMEs/ Local Economic Development/ Social Innovation;Procure;54;Creating a good local economy through procurement;UK;http://urbact.eu/procure;Ongoing;2015;2018;The aim of Procure is to explore how to harness the spending power through procurement of public / anchor institutions in the partner cities to bring about economic, social and environmental benefits for businesses and people which in turn will have a positive impact on the city and its local economy.;"Over the two years, the partners will meet together (both at a European level and at a local level through local stakeholder groups) to discuss and explore a number of topics which they can then put into practice in their partner cities through the development of local partner Integrated Action Plans.
The topics to be explored include:
1)      The regulations and law at both European and national level, and what cities are able to do around innovative procurement
2)      How to analyse procurement spend and develop a procurement strategy
3)      Developing and utilising social criteria and environmental criteria in procurement
4)      How to raise awareness of, and engagement in, procurement amongst local businesses and Small and Medium Sized Enterprises (SMEs)";Cities;Europe;Northern Europe;11;239154,7273;108929;360126,1932;1,29691E+11;264068,0909;111643;1,25426E+11;354155,6087;UK21;Preston;108767;122719;Preston;110394,5;289299;108767;250798,3;110394,5;261545;Urbact III;Large City;3.Medium-sized City;4
http://urbact.eu;2016;Integrated Urban Development;Disadvantaged Neighbourhoods/ Energy Efficiency/ Housing/ Participation/ Urban Renewal;RE-Block;55;"REviving high-rise Blocks for cohesive and green neighborhoods. The main objective addressed by RE-Block is to foster efficient regeneration of these neighborhoods, making them more attractive and improving their environmental quality, whilst creating an integrated tailor-made approach to combat poverty.
";HU;http://urbact.eu/re-block;Closed;2013;2015;"Housing is a vital component of improving the quality of the urban environment. The existing public housing estates and high rise block buildings are often dilapidated and their maintenance and current functioning (water, heating, air-conditioning) is not energy efficient.
This is especially true in new Member States where it is estimated that 40 percent of the population lives in housing built during the communist era. In addition, these blocks are typically inhabited by those with the lowest income within the society.
All over Europe, the majority of the population living in these urban areas is facing similar social problems and is generally sharing a similar socio-economic background (e.g., higher unemployment rate, low educational background, high level of aging population, broken families and people of different ethnic origins). The current economic and financial crisis is also affecting more severely the population in these parts of cities or big metropolitan areas, demanding specific and innovative measures from local authorities.
The main issue addressed by RE-Block is therefore how to foster efficient regeneration of these neighbourhoods, making them more attractive and improving their environmental quality, whilst creating an integrated tailor- made approach to combat poverty.";;Cities;Europe;Eastern Europe;10;696051,6;305483;907299,2163;8,23192E+11;1433544,7;547165,5;2,46421E+12;1569779,08;HU1;Budapest;278695;1757618;Budapest;536075;2057700;278695;578099,7778;536075;1364194,111;Urbact II;Large City;1.Very Large City;8
http://urbact.eu;2016;Integrated Urban Development / Governance / Economy;Capacity Building/ Entrepreneurship & SMEs/ Knowledge Economy/ Research & Innovation;REDIS;56;REDIS was a network of cities that was focused on how municipalities can re-shape districts into science quarters.;DE;http://urbact.eu/redis;Closed;2008;2011;Science, as well as research and development, are essential for growth and employment throughout Europe. The objective of this network is to contribute to a more effective application of knowledge, creativity and innovation in the cities and thereby to the development of a knowledge-based European economy. REDIS focuses on the interface between scientific promotion and urban development. Itraises the issue of the sustainable development and management of science quarters. ;Participants will have the opportunity to design together with their local actors a vision of future city development and an action plan to attain this vision. Recommendations and a handbook with guidelines and a good practices will contribute to a better exploitation of potential of knowledge and creativity.;Cities;Europe;Western Europe;8;431745;270318;557702,2831;3,11032E+11;936277,375;268119,5;1,35728E+12;1165022,352;DE22;Magdeburg;292900;232694;Magdeburg;293736;231525;292900;460180,8571;293736;1036956,286;Urbact II;Large City;3.Medium-sized City;4
http://urbact.eu;2016;Governance;Abandoned Spaces/ Disadvantaged Neighbourhoods/ Local Economic Development/ Social Innovation;REFILL;57;Reuse of vacant spaces as driving Force for Innovation on Local level;BE;http://urbact.eu/Refill;Ongoing;2015;2018;"In many European cities one of the positive side effects of the financial-economic crisis is the growth of innovative forms of solidarity and commitment at local level. Pioneering and bottom-up civic initiatives instigate transition in our society and co-create solutions for social challenges in an urban context, often perceived as a laboratory. Governments are no longer the only actor to solve complex challenges faced in cities.
Therefore, temporary use is a powerful tool to make our cities \\""future fit\\"". Since the concept of temporary use is interacting with many other urban dynamics it creates the right environment for social innovation to develop. The network outlines the concept of temporary use as: the use of vacant buildings and land by urban pioneers, entrepreneurs and bottom-up initiatives, often resulting in facing various societal challenges and in creating possibilities for social innovation to develop in cities.";"The cities involved in this network already experimented with the concept of temporary use of vacant places for several years. Through REFILL all partners aim to capitalise on this communal expertise by focusing on 3 main objectives:
- Exchange and evaluation of local supporting instruments
- Ensuring long lasting effects of temporality
- Build a more flexible, collaborative public administration
All partners in this partnership <U+FFFD> Ghent, Riga, Bremen, Athens, Poznan and Amersfoort - experimented for quite some years with temporary use and each partner developed local instruments to support the concept in their city. They are now eager to systematize these practices in all possible areas it may take place and to use the power of temporary use to build open, flexible and collaborative governance models.";Cities;Europe;Western Europe;10;439067,4;421961,5;201765,7726;40709426980;1207838,1;618112,5;2,08059E+12;1442425,907;BE5;Ghent;539403;253914;Brussels;588920;4376050;539403;459640;588920;855814,5556;Urbact III;Large City;1.Very Large City;10
http://urbact.eu;2016;Integrated Urban Development / Governance;Participation/ Strategic Planning/ Urban Renewal;RegGov;58;"Develop and implement new integrated strategies for a sustainable development at neighbourhood level.
";DE;http://urbact.eu/reggov;Closed;2009;2011;"Some European cities and regions, like Duisburg and North Rhine-Westphalia, have gained long-lasting experiences in trustful and efficient co-operation between cities and their regional authorities. For other European partners, such co-operation constitutes a new challenge.

The RegGov Network brings together both types of partners, involving cities from Northern, Western, Southern and Eastern Europe. It intends to use the expertise and know-how which is available amongst the RegGov Network-partners to support the development of new and improved forms of co-operation on the local level as well as between the local and the regional level.

For each city, a tailor-made Governance Model and an Integrated Local Action Plan for (at least) one of the city<U+FFFD>s most deprived neighbourhoods will be developed. This will be done in close co-operation between the City and the Regional Authority and with a strong involvement of local stakeholders from the target neighbourhoods. The co-ordination of all relevant key players in urban and neighbourhood development is an important topic.

The European Commission has assigned the Fast Track Label to the RegGov Network which is an additional incentive for a particularly close co-operation between the Partner Cities and their Managing Authorities when elaborating Local Action Plans.";;Cities;Europe;Western Europe;6;178637,6667;120314;153156,6908;23456971937;1059450,333;119231,5;2,61447E+12;1616931,21;DE8;Duisburg;118125;489559;Essen // Duisburg // Dortmund // Bochum // Gelsen*;118784;4016900;118125;116453,4;118784;467960,4;Urbact II;Large City;1.Very Large City;10
http://urbact.eu;2016;Integrated Urban Development / Governance;Abandoned Spaces/ Culture & Heritage/ Strategic Planning/ Urban Renewal;REPAIR;59;Realising the Potential of Abandoned Military Sites as an Integral part of Sustainable Urban Community Regeneration;UK;http://urbact.eu/repair;Closed;2009;2011;"The withdrawal of the military presence from an urban area often happens suddenly leading to extremely adverse circumstances for the economy and communities affected.
Former military or heritage sites provide excellent potential to act as the catalyst for urban regeneration, many consist of historic buildings dating back over centuries and the source of rich cultural heritage. The challenge is to transform these abandoned sites into thriving sources of economic activity, employment and social cohesion.";;Cities;Europe;Northern Europe;10;142558,2;69305,5;138866,2579;19283837592;294572,3;213881;79140274879;281318,8136;UK19;Medway;64267;276500;The Medway Towns;205615;394881;64267;127675,7778;205615;283426,8889;Urbact II;Large City;3.Medium-sized City;4
http://urbact.eu;2016;Integrated Urban Development / Inclusion;Local Economic Development/ Low Carbon/ Risk Prevention/ Social Innovation/ Strategic Planning;RESILIENT EUROPE;60;Urban resilience a concept for co-creating cities of the future;NL;http://urbact.eu/resilient-europe;Ongoing;2015;2018;The cities in the URBACT Resilient Europe network will work together to learn and share experiences with the aim to foster resilience and sustainability. Becoming more resilient means that a city strives to enhance its ability to bounce back and grow even stronger and better in the face of the chronic stresses and acute shocks. As such, city resilience is a continuous challenge for individuals, communities, institutions, businesses and infrastructure systems to address current trends and future transitions. We will look at the challenges of achieving resilience in and of our cities in a comprehensive and holistic way. ;The approach of Resilient Europe is to apply the lessons from the innovative governance approach of Transition Management. Transition Management is a process-oriented and participatory steering approach that enables social learning through iterations between collective vision development and experimenting. Transition Management will be applied to structure the dialogues and co-creation process in every city and across the cities for specifying <U+FFFD>what city resilience means<U+FFFD> for each city, to enable a translation and identification of resilience aspirations of stakeholders in a participatory vision development way and to formulate a Integrated Action Plan to pave the ground for achieving city resilience.;Cities;Europe;Western Europe;11;299095,9091;301834;221766,3426;49180310699;983751,8182;631956;1,62178E+12;1273489,653;NL12;Rotterdam;250279,5;624710;Rotterdam;473810;1109250;250279,5;266534,5;473810;971202;Urbact III;Large City;2.Large City;6
http://urbact.eu;2016;Economy;City Branding/ Employment/ Local Economic Development/ Participation/ Urban Mobility;RetaiLink;61;Ten european cities inspire each other to create innovative strategies that revitalize the retail sector in medium-sized cities.;ES;http://urbact.eu/retailink;Ongoing;2015;NA;"Ten european cities inspire each other to create innovative strategies that revitalize the retail sector in medium-sized cities.
The cities participating in the RetaiLink network will develop Integrated Action Plans to enhance the competitiveness of small and/or independent retail businesses, considering them a key economic driver.
The project<U+FFFD>s scope of work includes areas such as regulation, employment, urban planning, managing public spaces, mobility, cultural and creative industries and citizens participation. Our multi-stakeholder approach brings together public sector, private sector, retailers and major commercial operators, consumers or cultural and creative industries.";;Cities;Europe;Southern Europe;10;72263,3;67962;38566,53861;1487377900;75760,5;70676;1420664535;37691,70379;ES21;Igualada;81063;39103;Igualada;80772;60580;81063;75947,77778;80772;77447,22222;Urbact III;Small City;4. Small City;2
http://urbact.eu;2016;Integrated Urban Development / Inclusion;Disadvantaged Neighbourhoods/ Employment/ Participation/ Poverty/ Youth;Roma-Net;62;Integration of Roma populations is the focus of our Roma-Net project.  The common challenge of our partnership is how to overcome negative attitudes, how to improve consultation and engagement with the Roma community.;HU;http://urbact.eu/roma-net;Closed;2009;2013;"Despite efforts at local, national and European levels Roma populations continue to face high levels of social exclusion and poverty.  Partners of the project believe that integration of Roma populations is a key factor in a cohesive society, as well as in delivering the goals of the Lisbon Strategy.
The Roma-Net partners have a united desire to share expertise and to spread good practices in the hope that it will improve local policy development and deliver capabilities for stronger community cohesion between Roma and their neighbouring communities accross the whole citiy.";"An overarching objective of our partnership of nine European cities is to inform and support our City partners to develop local action plans that facilitate better services, through improved access and integrated approach, to support the social inclusion of young Roma and their transition into active adult citizens.
Change comes from step-by-step inclusive approach. As Roma-Net partners, young adults will motivate positive change and provide insight into the barriers and challenges caused by social exclusion. ";Cities;Europe;Eastern Europe;9;380219,1111;189680;549328,43;3,01762E+11;507040,1111;203021;4,98088E+11;705753,4034;HU1;Budapest;144576,5;1757618;Budapest;166062,5;2057700;144576,5;208044,25;166062,5;313207,625;Urbact II;Large City;1.Very Large City;8
http://urbact.eu;2016;Integrated Urban Development / Inclusion;Disadvantaged Neighbourhoods/ Education/ Employment/ Participation/ Poverty;Roma-NeT II ;63;ROMA-NeT URBACT II project was established to create a new approach to stimulate information sharing and development across the complex Roma integration policy and operational environment in nine European cities.;HU;http://urbact.eu/roma-net-ii;Closed;2013;2015;"Now six of the nine cities gathered in a delivery phase of ROMA-NeT that will continue the participatory approach working with key local stakeholders as they move forward with local delivery of the Roma inclusion action plans focusing on improved access to education, health, housing, services and to stimulate employment opportunities for working age Roma. We will use transnational exchange to build local, national and European policy influencing capacity and to strengthen local implementation management and monitoring structures.
Roma-NeT II project builds on the outcome and results of the Roma-NeT URBACT II project that aimed to motivate cities to develop integrated local actions plans to improve local service delivery towards Roma populations by making services more accessible, by motivating more active participation from Roma communities and by introducing new interventions. By the end of the implementation phase ROMA-NeT LSG members learned a lot about the core themes of Roma inclusion and about the need for a step by step integrated approach, for partnership working and for active involvement of Roma  and LSGs in all nine cities each had created a local action plan, approved by local authorities.  The local action plans set out the priorities and future local actions that would be generated to tackle Roma exclusion and motivate more active Roma involvement in their localities.
";The implementation phase of ROMA-NeT ended in January 2013 and since then partners have been progressing with implementation of local actions.  The approaches applied are different in each city, but all focus on the issues of supporting and improving access to education, health, housing, services and to stimulate employment opportunities for working age Roma. The local support groups have continued to meet in the partner cities. A core action for each is to motivate active involvement of Roma people in the local support groups and in the creation of local service responses.;Cities;Europe;Eastern Europe;6;504452,8333;287930,5;650818,7426;4,23565E+11;689936,3333;342645,5;6,73761E+11;820829,172;HU1;Budapest;189680;1757618;Budapest;203021;2057700;189680;253819,8;203021;416383,6;Urbact II;Large City;1.Very Large City;8
http://urbact.eu;2016;Governance / Economy;Capacity Building/ Knowledge Economy;RUnUP;64;Developing <U+FFFD>triple helix<U+FFFD> structures in which municipalities, university and businesses shared a common vision and ambition.;UK;http://urbact.eu/runup;Closed;2008;2011;"Medium sized cities between 50,000 and 200,000 inhabitants - 'Urban Poles' - are key in driving forward economic performance and innovation competence within the context of the Lisbon Strategy. The strategic development and exploitation of endogenous potentials is crucial, and Universities are critical to this innovation process.
A specific issue facing Urban Poles is that they cannot make sufficient use of existing University knowledge and competencies to support economic development and ecourage entrepreneurship. RUnUP addresses this with partners focusing on developing powerful 'Triple Helix' structures and partnerships to support economic development and innovation competence.";;Cities;Europe;Northern Europe;7;109881,2857;100064;38670,05433;1495373102;1078760,429;834872;1,63387E+12;1278228,352;UK11;Gateshead;94973;120046;Prudhoe;514839,5;1102210;94973;108187,1667;514839,5;1074852,167;Urbact II;Large City;2.Large City;6
http://urbact.eu;2016;Integrated Urban Development / Governance;City Management/ Financial Engineering/ Low Carbon/ Research & Innovation/ Strategic Planning;SMARTImpact;65;Local Impacts from Smart City Planning;UK;http://urbact.eu/smartimpact;Ongoing;2015;2018;"Cities are growing at a breath-taking pace worldwide. More than half of the world<U+FFFD>s population now lives in cities, and this figure is set to rise. This presents huge challenges for city leaders and managers needing to greatly expand municipal infrastructures including energy (heat and power), waste and water management as well as transportation.  The European Commission<U+FFFD>s Smart Cites and Communities Strategic Implementation Plan (2013) includes a requirement for cities to develop innovative approaches to finance as a key enabler. Levels of investment mean that cities cannot rely upon public sector funding alone and need to develop new market-oriented and sustainable strategies for public-private cooperation generating external investment. The ability to access this is linked to the ability to overcome or mitigate risks associated with deployment of the technologies. By identifying these, the public sector can begin to unblock some of the barriers that limit private sector finance.
The key risks associated with the deployment of smart city technologies and solutions at a district level can be summarised as:
- Technology <U+FFFD>the new technology does not perform as expected in real life deployment.
- Construction <U+FFFD>unexpected complications or delays affecting the return on investment.
- Operational <U+FFFD> suboptimal operation of the infrastructure or technology.
- Market <U+FFFD> the market demands for the new infrastructure or technology are lower than expected.
- Policy <U+FFFD> the regulatory framework changes leading to a fall in profit margins.
- Capability <U+FFFD> the public authority labour force is not equipped with the skills to develop commercially based solutions for deployment in the market.
The SmartImpact network aims to develop an approach that builds on the work being undertaken by a number of cities identifying mechanisms and approaches which derisk smart city delivery.";;Cities;Europe;Northern Europe;10;362643,8;230402,5;313352,9979;98190101284;913392,9;572974;1,30399E+12;1141923,068;UK18;Manchester;223214;530300;Greater Manchester;356198;3792250;223214;344015,3333;356198;593519,8889;Urbact III;Large City;1.Very Large City;9
http://urbact.eu;2016;Integrated Urban Development / Environment;Strategic Planning/ Urban Renewal/ Urban Sprawl;sub>urban;66;sub>urban. Reinventing the fringe;BE;http://urbact.eu/sub.urban;Ongoing;2015;2018;Cities in the network of sub>urban. Reinventing the fringe are searching for a solution to the following challenge: how can we make existing 20th century urban tissue attractive and qualitative again? How can we add a different urban layer? For the past two decades, urban development and planning practice in European cities and regions have focussed on the renewal of metropolitan cores and historic inner cities. This has resulted in numerous success stories, but the wave of urban renewal in inner cities has generally coincided with strong population growth and demographic changes. Many inner cities have reached their peak in terms of density, population and mobility. At the same time most of the housing in 20th century (sub)urban areas are in need of renovation. The next logical step is a combined solution to these issues by reconverting the 20th century neighbourhoods, to create a more sustainable and attractive environment.;"Sub>urban network focuses on solving the challenge in a very particular context of:
- increasing population densities within city borders instead expanding urban territory
- uncovering new planning practices, processes, instruments and partnerships to achieve the best possible local outcome
- regional coordination between historic inner cities, suburbs and greater metropolitan areas
- parallel development of an experimental setting as well as an action plan for tangible areas
The network partners vary greatly in size and context. Though they are all united through the pressure on urban tissue due to rapid growth today or uncontrolled growth in the past that resulted in high densities or mono-functional areas. The City of Antwerp is Lead Partner. The partners of the network are the Barcelona Metropolitan Area, Casoria, Dusseldorf, Solin, Brno, Oslo, Baia Mare and Vienna.";Cities;Europe;Western Europe;9;636502,4444;515593;644815,39;4,15787E+11;1602998,111;825187;2,35911E+12;1535939,006;BE2;Antwerp;473402;515593;Brussels;724576,5;4376050;473402;651616,125;724576,5;1256366,625;Urbact III;Large City;1.Very Large City;10
http://urbact.eu;2016;Integrated Urban Development / Inclusion;City Management/ Energy Efficiency/ Housing/ Urban Renewal;Suite;67;Cooperate among partners to optimise a sustainable, and affordable supply of housing and to assure social cohesion through social mix and sustainable housing.;ES;http://urbact.eu/suite;Closed;2009;2011;Our common objective is to make decisive steps forward in developing higher levels of sustainable housing provision, in the respective local context, considering both the social and environmental perspectives. By combining both perspectives SUITE aims at the improvement of the steering ability of local authorities within an urban policy field characterized by a dynamic development in terms of economical, social, ecological and demographic challenges. This higher level of policy would be based on a broad involvement of different local actors, using open methods of cooperation/participation and a substantial responsiveness for needs of different social groups.;;Cities;Europe;Southern Europe;9;488022,6667;292900;495333,6493;2,45355E+11;662072,8889;411113;3,63421E+11;602843,7468;ES35;Santiago De Compostela ;312585,5;95397;Santiago de Compostela;492512,5;94952;312585,5;537100,875;492512,5;732963;Urbact II;Small City;4. Small City;2
