"location";"osm_id";"osm_type";"name";"housenumber";"street";"postcode";"city";"state";"country";"osm_key";"osm_value";"lon";"lat";"msg"
"89601, Suomussalmi, Finland";"36879024";"W";"Suomussalmi Airfield";NA;"Korpijoensuuntie";NA;"Suomussalmi";"Eastern Finland";"Finland";"aeroway";"aerodrome";28,7106453192664;64,82227645;NA
"FI-31600, Jokioinen, Finland";"191643077";"W";"Finlandia";NA;NA;"3130000";"Santa Cruz";"O'Higgins Region";"Chile";"highway";"living_street";-71,3461903;-34,6342042;NA
"88901, Kuhmo, Finland";"2525694";"R";"Kuhmo";NA;NA;"88900";NA;"Eastern Finland";"Finland";"place";"town";29,519515;64,1261745;NA
"FIN-80101, Joensuu, Finland";"237854913";"W";"Joensuu Airport";NA;"Mertalammentie";"80510";"Liperi";"Eastern Finland";"Finland";"aeroway";"aerodrome";29,6215417929647;62,65966395;NA
"85100, Kalajoki, Finland";"162548618";"W";"Kalajoki";NA;NA;"85500";"Nivala";"Northern Finland";"Finland";"waterway";"river";25,0745979;63,84158;NA
"82900, Ilomantsi, Finland";"6120038690";"N";"Hotel Ilomantsi North Star";"3 D";"Möhköntie";"82900";"Ilomantsi";"Eastern Finland";"Finland";"tourism";"hotel";30,9396039;62,6536489;NA
"101, Helsinki, Finland";"34914";"R";"Helsinki";NA;NA;NA;NA;"Southern Finland";"Finland";"place";"city";24,9425683;60,1674086;NA
"80100, JOENSUU, Finland";"256071142";"N";"Joensuu";"12";"Itäranta";"80100";"Joensuu";"Eastern Finland";"Finland";"railway";"station";29,7765816;62,5998105;NA
"FIN-00301, Vantaa, Finland";"8034126";"W";"Finlandia Hall";NA;"Mannerheimintie";"00101";"Helsinki";"Southern Finland";"Finland";"amenity";"theatre";24,9335794931017;60,1758172;NA
"87150, Kajaani, Finland";"59850100";"N";"Kajaani Airport";NA;"Sutelantie";NA;"Kajaani";"Eastern Finland";"Finland";"aeroway";"aerodrome";27,6875;64,2841667;NA
"80130, Joensuu, Finland";"256071142";"N";"Joensuu";"12";"Itäranta";"80100";"Joensuu";"Eastern Finland";"Finland";"railway";"station";29,7765816;62,5998105;NA
"82730, Tuupovaara, Finland";"254446993";"N";"Tuupovaara";NA;NA;"82730";NA;"Eastern Finland";"Finland";"place";"town";30,6176438;62,4850824;NA
"FI-87070, KAINUU, Finland";"398676288";"W";"Central Hospital of Kainuu";NA;"Karhunpolku";"87200";"Kajaani";"Eastern Finland";"Finland";"amenity";"hospital";27,7281560161542;64,213892;NA
"70701, Kuopio, Finland";"1214215";"R";"Kuopio";NA;NA;NA;NA;"Eastern Finland";"Finland";"place";"city";27,6781839;62,8924601;NA
"91600, Utajärvi, Finland";"2525744";"R";"Utajärvi";NA;NA;"91670";NA;"Northern Finland";"Finland";"place";"village";26,4169599;64,7618778;NA
"90015, Oulu, Finland";"110768423";"W";"Oulu Airport";"720";"Papinjärventie";"90410";"Oulu";"Northern Finland";"Finland";"aeroway";"aerodrome";25,3510215986987;64,93151405;NA
"90630, Oulu, Finland";"110768423";"W";"Oulu Airport";"720";"Papinjärventie";"90410";"Oulu";"Northern Finland";"Finland";"aeroway";"aerodrome";25,3510215986987;64,93151405;NA
"81720, Lieksa, Finland";"380784170";"W";"Lieksa-Nurmes Airfield";NA;"Kärkelänkoski";NA;"Lieksa";"Eastern Finland";"Finland";"aeroway";"aerodrome";29,6330118955266;63,511067;NA
"84100, Ylivieska, Finland";"2525930";"R";"Ylivieska";NA;NA;"84100";NA;"Northern Finland";"Finland";"place";"town";24,5327326;64,0728903;NA
"88900, KUHMO, Finland";"2525694";"R";"Kuhmo";NA;NA;"88900";NA;"Eastern Finland";"Finland";"place";"town";29,519515;64,1261745;NA
"FI-80101, JOENSUU, Finland";"237854913";"W";"Joensuu Airport";NA;"Mertalammentie";"80510";"Liperi";"Eastern Finland";"Finland";"aeroway";"aerodrome";29,6215417929647;62,65966395;NA
"FIN-99800, Ivalo, Finland";"3036530743";"N";"Ivalo Airport";NA;"Lentokentäntie";NA;"Inari";"Northern Finland";"Finland";"aeroway";"aerodrome";27,4147864;68,6103971;NA
"89400, Hyrynsalmi, Finland";"2525692";"R";"Hyrynsalmi";NA;NA;"89400";NA;"Eastern Finland";"Finland";"place";"town";28,4922537;64,6747218;NA
"71780, Harjamaki, Finland";"152420213";"W";"Ahvenkuja";NA;NA;"FI-71800";"Siilinjärvi";"Eastern Finland";"Finland";"highway";"residential";27,631071;63,0756193;NA
"FI-90120, Oulu, Finland";"110768423";"W";"Oulu Airport";"720";"Papinjärventie";"90410";"Oulu";"Northern Finland";"Finland";"aeroway";"aerodrome";25,3510215986987;64,93151405;NA
"70100, Kuopio, Finland";"1214215";"R";"Kuopio";NA;NA;NA;NA;"Eastern Finland";"Finland";"place";"city";27,6781839;62,8924601;NA
"82600, Tohmajarvi, Finland";"239249840";"W";NA;NA;NA;"82500";"Tohmajärvi";"Eastern Finland";"Finland";"highway";"secondary";30,226086;62,1497372;NA
"82601, Tohmajarvi, Finland";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Not found"
"90440, Kempele, Finland";"186609513";"W";"Salmioja";NA;NA;"90460 OULUNSALO";"Kempele";"Northern Finland";"Finland";"waterway";"stream";25,4334907;64,926914;NA
"89200, Ilomantsi, Finland";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Not found"
"82500, KITEE, Finland";"5696777";"R";"Kitee";NA;NA;"82500";"Kitee";"Eastern Finland";"Finland";"landuse";"residential";30,1443204836278;62,0987914;NA
"91300, Ylikiiminki, Finland";"252276823";"N";"Ylikiiminki";NA;NA;"91300 YLIKIIMINKI";NA;"Northern Finland";"Finland";"place";"town";26,1558845;65,030429;NA
"74100, Iisalmi, Finland";"678579149";"N";"Iisalmi Partala Airfield";NA;"Ouluntie";"74160";"Iisalmi";"Eastern Finland";"Finland";"aeroway";"aerodrome";27,1250014;63,6333101;NA
"FIN-70100, Kuopio, Finland";"1214215";"R";"Kuopio";NA;NA;NA;NA;"Eastern Finland";"Finland";"place";"city";27,6781839;62,8924601;NA
"FIN-90100, Oulu, Finland";"572380399";"N";"Finlandia";NA;"Hallituskatu";"90100";"Oulu";"Northern Finland";"Finland";"amenity";"fast_food";25,4810516;65,0114286;NA
"88601, Suomussalmi, Finland";"36879024";"W";"Suomussalmi Airfield";NA;"Korpijoensuuntie";NA;"Suomussalmi";"Eastern Finland";"Finland";"aeroway";"aerodrome";28,7106453192664;64,82227645;NA
"SF-80100, Joensuu, Finland";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Not found"
"82600, TOHMAJÄRVI, Finland";"239249840";"W";NA;NA;NA;"82500";"Tohmajärvi";"Eastern Finland";"Finland";"highway";"secondary";30,226086;62,1497372;NA
"26100, Rauma, Finland";"128246364";"W";"Old Rauma";NA;NA;"26100";"Rauma";"Western Finland";"Finland";"place";"suburb";21,513689943511;61,1281278;NA
"500, HELSINKI, Finland";"34914";"R";"Helsinki";NA;NA;NA;NA;"Southern Finland";"Finland";"place";"city";24,9425683;60,1674086;NA
"91100, Puulaaksontie, Finland";"162546129";"W";"Puulaaksontie";NA;NA;"91100";"Ii";"Northern Finland";"Finland";"highway";"residential";25,386146;65,2903476;NA
"83100, Liperi, Finland";"23901767";"W";"Niinikkosaari";NA;NA;"83100";"Liperi";"Eastern Finland";"Finland";"place";"island";29,4174367573936;62,464375;NA
"91800, Tyrnava, Finland";"2525818";"R";"Tyrnävä";NA;NA;"91800";NA;"Northern Finland";"Finland";"place";"town";25,6498871;64,7621368;NA
"81700, Lieksa, Finland";"380784170";"W";"Lieksa-Nurmes Airfield";NA;"Kärkelänkoski";NA;"Lieksa";"Eastern Finland";"Finland";"aeroway";"aerodrome";29,6330118955266;63,511067;NA
"89601, SUOMUSSALMI, Finland";"36879024";"W";"Suomussalmi Airfield";NA;"Korpijoensuuntie";NA;"Suomussalmi";"Eastern Finland";"Finland";"aeroway";"aerodrome";28,7106453192664;64,82227645;NA
"83900, Juuka, Finland";"5894331969";"N";"Puu-Juuka";NA;NA;"83900";"Juuka";"Eastern Finland";"Finland";"place";"neighbourhood";29,2489909;63,2417598;NA
"90530, Oulu, Finland";"110768423";"W";"Oulu Airport";"720";"Papinjärventie";"90410";"Oulu";"Northern Finland";"Finland";"aeroway";"aerodrome";25,3510215986987;64,93151405;NA
"FI - 87101, Kajaani, Finland";"59850100";"N";"Kajaani Airport";NA;"Sutelantie";NA;"Kajaani";"Eastern Finland";"Finland";"aeroway";"aerodrome";27,6875;64,2841667;NA
"75500, Nurmes, Finland";"2521593";"R";"Nurmes";NA;NA;"75500";NA;"Eastern Finland";"Finland";"place";"town";29,14101;63,5422079;NA
"FIN-00380, Helsinki, Finland";"34914";"R";"Helsinki";NA;NA;NA;NA;"Southern Finland";"Finland";"place";"city";24,9425683;60,1674086;NA
"80160, Joensuu, Finland";"256071142";"N";"Joensuu";"12";"Itäranta";"80100";"Joensuu";"Eastern Finland";"Finland";"railway";"station";29,7765816;62,5998105;NA
"FI-01301, VANTAA, Finland";"5091112621";"N";"Flea Market Lanttila Vantaa";"4";"Kalustetie";"01720";"Vantaa";"Southern Finland";"Finland";"shop";"convenience";24,8175841;60,2768646;NA
"91100, Micropolis, Finland";"4976218819";"N";"Pizzeria Finlandiano";"1";"Asematie";"91700";"Vaala";"Eastern Finland";"Finland";"amenity";"fast_food";26,8417458;64,5597608;NA
"8430, Leibnitz, Austria";"151505934";"W";"Bank Austria";"25";"Schmiedgasse";"8430";"Leibnitz";"Styria";"Austria";"amenity";"bank";15,538392856013;46,781129;NA
"8021, Graz, Austria";"21015489";"N";"Graz";NA;NA;"8011";NA;"Styria";"Austria";"place";"city";15,4385716;47,0702563;NA
"9010, Klagenfurt, Austria";"29777988";"N";"Klagenfurt";NA;NA;"9020";NA;"Carinthia";"Austria";"place";"city";14,3079604;46,6228162;NA
"9313, St. Georgen am Längsee, Austria";"122380";"R";"Stift St. Georgen am Längsee";NA;"Schloßallee";"9313";"Sankt Georgen am Längsee";"Carinthia";"Austria";"building";"yes";14,4302031992194;46,78099025;NA
"8042, Graz-St. Peter, Austria";"29716552";"W";"Air Liquide Austria";"50";"Köglerweg";"8042";"Graz";"Styria";"Austria";"building";"yes";15,4832849145425;47,0388956;NA
"8570, Voitsberg, Austria";"198152845";"W";"EJOT Austria";"146";"Grazer Vorstadt";"8570";"Voitsberg";"Styria";"Austria";"building";"yes";15,1726668984375;47,0363265;NA
"8361, Hatzendorf, Austria";"240071257";"N";"Hatzendorf";NA;NA;"8361";NA;"Styria";"Austria";"place";"village";16,0006484;46,9767094;NA
"9150, Bleiburg, Austria";"106068";"R";"Bleiburg";NA;NA;"9150";NA;"Carinthia";"Austria";"boundary";"administrative";14,8120383819363;46,5911257;NA
"8492, Halbenrain, Austria";"51010";"R";"Halbenrain";NA;NA;"8492";NA;"Styria";"Austria";"place";"village";15,947201;46,7209711;NA
"9100, Völkermarkt, Austria";"594752175";"W";"Trans Austria Gasleitung Loop II";NA;"Dobrowa";"9100";"Völkermarkt";"Carinthia";"Austria";"man_made";"pipeline";14,6662894;46,6800104;NA
"9473, Lavamünd, Austria";"594352677";"W";"Trans Austria Gasleitung I";NA;"Weißenberger Straße";"9473";"Lavamünd";"Carinthia";"Austria";"man_made";"pipeline";14,9860114;46,6845701;NA
"8490, Bad Radkersburg, Austria";"3938886";"R";"Bad Radkersburg";NA;NA;"8490";NA;"Styria";"Austria";"place";"town";15,9880546;46,6880556;NA
"9170, Ferlach, Austria";"356961";"R";"Ferlach";NA;NA;"9170";NA;"Carinthia";"Austria";"place";"town";14,3006203;46,5265324;NA
"8403, Lebring, Austria";"240044130";"N";"Lebring";NA;NA;"8403";NA;"Styria";"Austria";"place";"village";15,5383;46,8522;NA
"9220, Velden, Austria";"245847691";"W";"Velden Schloßhotel";NA;"Seecorso";"9220";"Velden am Wörther See";"Carinthia";"Austria";"man_made";"pier";14,0442240222074;46,6118595;NA
"20700, Ajaccio, France";"73283";"R";"Ajaccio";NA;NA;NA;NA;"Corsica";"France";"place";"city";8,7376029;41,9263991;NA
"56125, Pisa, Italy";"42527";"R";"Pisa";NA;NA;NA;NA;"Tuscany";"Italy";"place";"city";10,4018624;43,7159395;NA
"8015, Macomer (Nuoro), Italy";"40363";"R";"Macumere/Macomer";NA;NA;"08015";NA;"Sardinia";"Italy";"place";"town";8,7813868;40,2651904;NA
"57124, Livorno, Italy";"42481";"R";"Livorno";NA;NA;NA;NA;"Tuscany";"Italy";"place";"city";10,3091456;43,5507411;NA
"7026, Olbia, Italy";"40735";"R";"Olbia";NA;NA;"07026";NA;"Sardinia";"Italy";"boundary";"administrative";9,47614014606825;40,9543293;NA
"20137, Porto-Vecchio, France";"89326";"R";"Porto-Vecchio";NA;NA;"20137";NA;"Corsica";"France";"place";"town";9,2761531;41,5921091;NA
"56127, Pisa, Italy";"42527";"R";"Pisa";NA;NA;NA;NA;"Tuscany";"Italy";"place";"city";10,4018624;43,7159395;NA
"56126, Pisa, Italy";"42527";"R";"Pisa";NA;NA;NA;NA;"Tuscany";"Italy";"place";"city";10,4018624;43,7159395;NA
"57125, Livorno, Italy";"42481";"R";"Livorno";NA;NA;NA;NA;"Tuscany";"Italy";"place";"city";10,3091456;43,5507411;NA
"7020, Palau, Italy";"41133";"R";"Lu Palau/Palau";NA;NA;NA;NA;"Sardinia";"Italy";"place";"village";9,3820424;41,1810758;NA
"20600, Bastia, France";"4088342";"R";"Bastia-4";NA;"Route du Village";"20600";"Furiani";"Corsica";"France";"boundary";"political";9,41702138081348;42,65748645;NA
"20200, Bastia, France";"4088343";"R";"Bastia-1";NA;NA;"20200";"San-Martino-di-Lota";"Corsica";"France";"boundary";"political";9,43081406368102;42,71318165;NA
"20090, Ajaccio, France";"1601685";"R";"Canal de la Gravona";NA;NA;"20090";NA;"Corsica";"France";"waterway";"canal";8,8022088;41,9609277;NA
"20217, Ogliastro, France";"3226743";"R";"Ogliastro";NA;NA;"20217";NA;"Corsica";"France";"place";"village";9,3489365;42,817702;NA
"57037, Portoferraio (Livorno), Italy";"42158";"R";"Portoferraio";NA;NA;"57037";NA;"Tuscany";"Italy";"place";"town";10,3130532;42,8115816;NA
"20000, Ajaccio, France";"24724460";"W";"Citadelle d'Ajaccio";NA;"Boulevard Danielle Casanova";"20000";"Ajaccio";"Corsica";"France";"historic";"castle";8,74023836988103;41,9168516;NA
"20260, Lumio, France";"1132307";"R";"Lumio";NA;NA;"20260";NA;"Corsica";"France";"place";"village";8,833802;42,5790571;NA
"20260, Calvi, France";"1151255";"R";"Calvi";NA;NA;"20260";NA;"Corsica";"France";"place";"village";8,7507502;42,5638369;NA
"78850, Thiverval-Grignon, France";"51913";"R";"Thiverval-Grignon";NA;NA;"78850";NA;"Ile-de-France";"France";"place";"village";1,9169094;48,8495377;NA
"13009, Marseille, France";"76337";"R";"Marseille 9e Arrondissement";NA;NA;"13009";"Marseille";"Provence-Alpes-Côte d'Azur";"France";"boundary";"administrative";5,45850815246786;43,23709275;NA
"20183, Ajaccio Cedex, France";"171847215";"W";"Ancienne Nationale d'Ajaccio à Bonifacio";NA;NA;"20180";"Ajaccio";"Corsica";"France";"highway";"secondary";8,7967339;41,9277777;NA
"7040, Stintino, Italy";"40836";"R";"Isthintini/Stintino";NA;NA;"07040";NA;"Sardinia";"Italy";"place";"village";8,225503;40,939162;NA
"20230, San Giuliano, France";"2693631";"R";"San-Giuliano";NA;NA;"20230";NA;"Corsica";"France";"boundary";"administrative";9,53605218174603;42,2845005;NA
"20221, Cervioni, France";"2693182";"R";"Cervione";NA;NA;"20221";NA;"Corsica";"France";"place";"village";9,49192;42,3322737;NA
"57037, Portoferraio, Italy";"42158";"R";"Portoferraio";NA;NA;"57037";NA;"Tuscany";"Italy";"place";"town";10,3130532;42,8115816;NA
"57016, Rosignano Marittimo, Italy";"42430";"R";"Rosignano Marittimo";NA;NA;NA;NA;"Tuscany";"Italy";"place";"town";10,4733663;43,406786;NA
"75008, Paris, France";"20872";"R";"8th Arrondissement of Paris";NA;NA;"75008";"Paris";"Ile-de-France";"France";"boundary";"administrative";2,31115435994294;48,87331405;NA
"7024, La Maddalena, Italy";"7454306";"R";"La Maddalena";NA;NA;NA;NA;"Sardinia";"Italy";"boundary";"administrative";9,41336538331677;41,2392733;NA
"75737, PARIS Cedex 15, France";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Not found"
"50127, Firenze -, Italy";"42602";"R";"Florence";NA;NA;NA;NA;"Tuscany";"Italy";"place";"city";11,2555757;43,7698712;NA
"20187, Ajaccio Cedex 1, France";"168144956";"W";"Résidence du Prunelli 1";NA;NA;"20117";"Cauro";"Corsica";"France";"highway";"residential";8,8267453;41,9084971;NA
"7100, Livorno, Italy";"42481";"R";"Livorno";NA;NA;NA;NA;"Tuscany";"Italy";"place";"city";10,3091456;43,5507411;NA
"20600, Furiani, France";"1782543";"R";"Furiani";NA;NA;"20600";NA;"Corsica";"France";"place";"village";9,4151285;42,6584811;NA
"9126, Cagliari, Italy";"72990657";"N";"Cagliari";NA;NA;"09124";NA;"Sardinia";"Italy";"place";"city";9,1128513;39,2169525;NA
"57023, Livorno, Italy";"42481";"R";"Livorno";NA;NA;NA;NA;"Tuscany";"Italy";"place";"city";10,3091456;43,5507411;NA
"20230, SAN GIULIANO, France";"2693631";"R";"San-Giuliano";NA;NA;"20230";NA;"Corsica";"France";"boundary";"administrative";9,53605218174603;42,2845005;NA
"20290, Borgo, France";"1120030";"R";"Borgo";NA;NA;"20290";NA;"Corsica";"France";"place";"village";9,4277361;42,5541524;NA
"57039, Rio nell'Elba (Livorno), Italy";"61753551";"N";"Rio nell'Elba";NA;NA;"57039";NA;"Tuscany";"Italy";"place";"village";10,4012151;42,8131238;NA
"7028, Santa Teresa Gallura, Italy";"41138";"R";"Lungòni/Santa Teresa Gallura";NA;NA;"07028";NA;"Sardinia";"Italy";"place";"village";9,188518;41,241377;NA
"7014, Ozieri, Italy";"40602";"R";"Othieri/Ozieri";NA;NA;"07014";NA;"Sardinia";"Italy";"place";"town";9,0010431;40,5859373;NA
"57121, Livorno, Italy";"42481";"R";"Livorno";NA;NA;NA;NA;"Tuscany";"Italy";"place";"city";10,3091456;43,5507411;NA
"20181, ajaccio, France";"73283";"R";"Ajaccio";NA;NA;NA;NA;"Corsica";"France";"place";"city";8,7376029;41,9263991;NA
"56124, Pisa, Italy";"42527";"R";"Pisa";NA;NA;NA;NA;"Tuscany";"Italy";"place";"city";10,4018624;43,7159395;NA
"56122, Pisa, Italy";"42527";"R";"Pisa";NA;NA;NA;NA;"Tuscany";"Italy";"place";"city";10,4018624;43,7159395;NA
"7031, Sassari, Italy";"40683";"R";"Sassari";NA;NA;NA;NA;"Sardinia";"Italy";"place";"city";8,5610074;40,7232643;NA
"20405, Bastia Cedex 9, France";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Not found"
"20410, Bastia, France";"73444";"R";"Bastia";NA;NA;NA;NA;"Corsica";"France";"place";"town";9,452542;42,7065505;NA
"20250, CORTE, France";"1772249";"R";"Corte";NA;NA;"20250";NA;"Corsica";"France";"place";"town";9,1511935;42,3052904;NA
"20200, Bastia, Italy";"43184";"R";"Bastia Mondovì";NA;NA;NA;NA;"Piemont";"Italy";"place";"village";7,894438;44,441935;NA
"57028, Suvereto, Italy";"42276";"R";"Suvereto";NA;NA;"57028";NA;"Tuscany";"Italy";"place";"village";10,6786806;43,079015;NA
"57016, Livorno, Italy";"42481";"R";"Livorno";NA;NA;NA;NA;"Tuscany";"Italy";"place";"city";10,3091456;43,5507411;NA
"20020, Bastia, France";"73444";"R";"Bastia";NA;NA;NA;NA;"Corsica";"France";"place";"town";9,452542;42,7065505;NA
"26020, Corte, France";"1772249";"R";"Corte";NA;NA;"20250";NA;"Corsica";"France";"place";"town";9,1511935;42,3052904;NA
"74310, Les Houches, France";"104826";"R";"Les Houches";NA;NA;"74310";NA;"Auvergne-Rhône-Alpes";"France";"place";"village";6,799138;45,891508;NA
"73018, Chamberry, France";"4075061516";"N";"Le Chamberry";NA;NA;"49600";NA;"Pays de la Loire";"France";"place";"hamlet";-1,0345065;47,1650665;NA
"10100, Torino, Italy";"43992";"R";"Turin";NA;NA;NA;NA;"Piemont";"Italy";"place";"city";7,6824892;45,0677551;NA
"10051, Avigliana, Italy";"44097";"R";"Avigliana";NA;NA;"10051";NA;"Piemont";"Italy";"place";"town";7,398616;45,077145;NA
"11020, Nus, France";"4280060151";"N";"Les Nues";NA;NA;NA;NA;"Brittany";"France";"place";"hamlet";-1,9861354;48,1593741;NA
"73011, Chamberry Cedex, France";"104440";"R";"Arvillard";NA;NA;"73110";NA;"Auvergne-Rhône-Alpes";"France";"place";"village";6,12003;45,4398;NA
"4000, Digne-Les-Pains, France";"153634955";"W";"Les Al'pains";NA;"Rue Grande";"04310";"Peyruis";"Provence-Alpes-Côte d'Azur";"France";"shop";"bakery";5,937835118015;44,0265665;NA
"6507, Menton Cedex, France";"138186066";"W";"Rua Lúcio Mendonça";NA;NA;"65000000";"São Luís";"Maranhão";"Brazil";"highway";"residential";-44,2981778;-2,5417506;NA
"12012, Boves, Italy";"42973";"R";"Boves";NA;NA;"12012";NA;"Piemont";"Italy";"place";"village";7,5518938;44,3296258;NA
"10132, Torino, Italy";"43992";"R";"Turin";NA;NA;NA;NA;"Piemont";"Italy";"place";"city";7,6824892;45,0677551;NA
"4000, Digne-Les-Bains, France";"85909";"R";"Digne-les-Bains";NA;NA;"04000";NA;"Provence-Alpes-Côte d'Azur";"France";"place";"town";6,2351431;44,0918144;NA
"75272, Paris Cedex 06, France";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Not found"
"73000, Chamberry, France";"4075061516";"N";"Le Chamberry";NA;NA;"49600";NA;"Pays de la Loire";"France";"place";"hamlet";-1,0345065;47,1650665;NA
"74400 -, Chamonix-Mont-Blanc, France";"104836";"R";"Chamonix-Mont-Blanc";NA;NA;"74400";NA;"Auvergne-Rhône-Alpes";"France";"place";"town";6,8727506;45,9246705;NA
"5100, Montgenevre, France";"971050";"R";"Montgenèvre";NA;NA;"05100";NA;"Provence-Alpes-Côte d'Azur";"France";"place";"village";6,7184146;44,9300126;NA
"F06000, Nice Cedex 01, France";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Not found"
"18030, Apricale, Italy";"42713";"R";"Apricale";NA;NA;"18035";NA;"Liguria";"Italy";"place";"village";7,6602096;43,8803889;NA
"73026, Chamberry Cedex, France";"1109681";"R";"La Leysse";NA;NA;"73026";NA;"Auvergne-Rhône-Alpes";"France";"waterway";"river";5,8737324;45,6605601;NA
"6107, Nice Cedex 2, France";"42018627";"W";"Rue Nicolas Copernic";NA;NA;"34064 MONTPELLIER CEDEX 2";"Montpellier";"Occitania";"France";"highway";"residential";3,8986785;43,5957517;NA
"26357, Tulette, France";"67258";"R";"Tulette";NA;NA;"26790";NA;"Auvergne-Rhône-Alpes";"France";"place";"village";4,9301519;44,2865287;NA
"10050, Claviere, Italy";"43802";"R";"Claviere";NA;NA;NA;NA;"Piemont";"Italy";"place";"village";6,7502942;44,9387991;NA
"111000, Aosta, Italy";"45916";"R";"Aosta";NA;NA;"11100";NA;"Aosta Valley";"Italy";"place";"town";7,3196649;45,7370885;NA
"73203, Albertville Cedx, France";"111528";"R";"Albertville";NA;NA;"73200";NA;"Auvergne-Rhône-Alpes";"France";"place";"town";6,3925417;45,6754622;NA
"12070, Mombasiglio, Italy";"43059";"R";"Mombasiglio";NA;NA;NA;NA;"Piemont";"Italy";"place";"village";7,967941;44,366633;NA
"6201, Nice Cedex 3, France";"42018627";"W";"Rue Nicolas Copernic";NA;NA;"34064 MONTPELLIER CEDEX 2";"Montpellier";"Occitania";"France";"highway";"residential";3,8986785;43,5957517;NA
"10060 -, Pragelato, Italy";"43811";"R";"Pragelato";NA;NA;NA;NA;"Piemont";"Italy";"boundary";"administrative";6,93916037246483;44,98148575;NA
"12014, Demonte, Italy";"43012";"R";"Demonte";NA;NA;"12014";NA;"Piemont";"Italy";"place";"village";7,2975079;44,3152636;NA
"5350, Arvieux, France";"373836";"R";"Arvieux";NA;NA;"05350";NA;"Provence-Alpes-Côte d'Azur";"France";"place";"village";6,7392651;44,7681112;NA
"6003, Nice Cedex 1, France";"106241591";"W";NA;"1";"Rue Nicolas Pastour";"60000";"Beauvais";"Nord-Pas-de-Calais and Picardy";"France";"building";"yes";2,08217265079365;49,433112;NA
"12010, Vinadio, Italy";"42966";"R";"Vinadio";NA;NA;NA;NA;"Piemont";"Italy";"place";"village";7,176025;44,309025;NA
"20100, Pigna e Buggio, Italy";"2311469441";"N";"Punto Enel";"40";"Piazza Buglio";"95044";"Mineo";"Sicily";"Italy";"office";"energy_supplier";14,6912044;37,2648492;NA
"18032, Bussana di Sanremo, Italy";"201489420";"W";"Casinò di Sanremo";NA;"Corso degli Inglesi";"18038";"Sanremo";"Liguria";"Italy";"amenity";"casino";7,77182069512675;43,81525545;NA
"10149, Torino, Italy";"43992";"R";"Turin";NA;NA;NA;NA;"Piemont";"Italy";"place";"city";7,6824892;45,0677551;NA
"6000, Nice Cedex 1, France";"106241591";"W";NA;"1";"Rue Nicolas Pastour";"60000";"Beauvais";"Nord-Pas-de-Calais and Picardy";"France";"building";"yes";2,08217265079365;49,433112;NA
"74041, Annecy Cedex, France";"2390533";"R";"Lac d'Annecy";NA;"Route du Laudon";"74410";"Saint-Jorioz";"Auvergne-Rhône-Alpes";"France";"natural";"water";6,17117553237047;45,84930615;NA
"6150, Canne la Bocca, France";"1395902666";"N";"La Canne";NA;NA;"61100";NA;"Normandy";"France";"place";"hamlet";-0,5604324;48,7989763;NA
"10059, Susa, Italy";"44287";"R";"Susa";NA;NA;"10059";NA;"Piemont";"Italy";"place";"village";7,0539789;45,1372115;NA
"11018, Aosta, Italy";"45916";"R";"Aosta";NA;NA;"11100";NA;"Aosta Valley";"Italy";"place";"town";7,3196649;45,7370885;NA
"12020, Frassino, Italy";"43282";"R";"Frassino";NA;NA;NA;NA;"Piemont";"Italy";"place";"village";7,276023;44,571632;NA
"10064, Pinerolo, Italy";"43718";"R";"Pinerolo";NA;NA;"10064";NA;"Piemont";"Italy";"place";"town";7,3319454;44,8873086;NA
"15033, Casale Monferrato, Italy";"1540292";"R";"Casale Monferrato";NA;NA;NA;NA;"Piemont";"Italy";"place";"town";8,4498127;45,1362661;NA
"18038, SANREMO, Italy";"42651";"R";"Sanremo";NA;NA;"18038";NA;"Liguria";"Italy";"place";"town";7,7748827;43,8198253;NA
"10041, Carignano, Italy";"43716";"R";"Carignano";NA;NA;"10041";NA;"Piemont";"Italy";"place";"village";7,673225;44,906943;NA
"13055, Marseille, France";"76469";"R";"Marseille";NA;NA;"13000";NA;"Provence-Alpes-Côte d'Azur";"France";"place";"city";5,3699525;43,2961743;NA
"10078, Venaria Reale, Italy";"44259";"R";"Venaria Reale";NA;NA;"10078";NA;"Piemont";"Italy";"place";"town";7,6268658;45,1348114;NA
"10094, Giaveno, Italy";"43978";"R";"Giaveno";NA;NA;"10094";NA;"Piemont";"Italy";"place";"town";7,3519942;45,0420053;NA
"6206, Nice Cedex 3, France";"42018627";"W";"Rue Nicolas Copernic";NA;NA;"34064 MONTPELLIER CEDEX 2";"Montpellier";"Occitania";"France";"highway";"residential";3,8986785;43,5957517;NA
"11020, Saint-Marcel, Italy";"45674";"R";"Saint-Marcel";NA;NA;NA;NA;"Aosta Valley";"Italy";"place";"village";7,4461962;45,7345596;NA
